Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.29      6.47     0.02  2097151     0.00     0.00  quBaseState::opadd(bitvec const&, std::complex<double> const&)
  0.29      6.49     0.02  2097150     0.00     0.00  std::complex<double>::imag() const
  0.29      6.51     0.02  1048577     0.00     0.00  bitvec::operator&=(bitvec const&)
  0.29      6.53     0.02  1048575     0.00     0.00  term::operator=(term const&)
  0.29      6.55     0.02  1048575     0.00     0.00  bitvec::getbits(int, int) const
  0.29      6.57     0.02   518669     0.00     0.00  bitvec::testeq(bitvec const&) const
  0.29      6.59     0.02       31     0.00     0.00  quSubString::quSubString(int, int, quState&)
  0.29      6.61     0.02        2     0.01     0.05  termlist::dellist()
  0.29      6.63     0.02                             bitvec::operator=(unsigned long)
  0.29      6.65     0.02                             term::nbits() const
  0.29      6.67     0.02                             bitvec::testless(bitvec const&) const
  0.22      6.69     0.02                             bitvec::getword(int, int) const
  0.22      6.70     0.02                             std::complex<double>::real()
  0.22      6.72     0.02                             std::pow(double, int)
  0.15      6.73     0.01  2097173     0.00     0.00  quBaseState::unmap(bitvec const&) const
  0.15      6.74     0.01  1572352     0.00     0.00  termlist::add(term const&)
  0.15      6.75     0.01   518669     0.00     0.00  termlist::hashfunct2(bitvec const&) const
  0.15      6.76     0.01       44     0.00     0.00  operator~(bitvec const&)
  0.15      6.77     0.01       30     0.00     0.00  quSubString::newsubstring(int, int)
  0.15      6.78     0.01       21     0.00     0.01  quBaseState::opbegin()
  0.15      6.79     0.01       20     0.00     0.01  quSubState::opbegin()
  0.15      6.80     0.01       20     0.00     0.00  bitvec::operator[](int) const
  0.15      6.81     0.01        2     0.01     0.01  bitvec::testzero() const
  0.15      6.82     0.01                             bitvec::setbit(int, int)
  0.15      6.83     0.01                             termlist::nbits() const
  0.15      6.84     0.01                             std::complex<double> std::operator-<double>(std::complex<double> const&, std::complex<double> const&)
  0.07      6.84     0.01        5     0.00     0.00  bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.07      6.85     0.01                             tError::object() const
  0.07      6.85     0.01                             std::complex<double>& std::complex<double>::operator-=<double>(std::complex<double> const&)
  0.00      6.85     0.00   518669     0.00     0.00  operator==(bitvec const&, bitvec const&)
  0.00      6.85     0.00    21427     0.00     0.00  sDef::id() const
  0.00      6.85     0.00     6456     0.00     0.00  bool std::operator><char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      6.85     0.00     4125     0.00     0.00  __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      6.85     0.00     3876     0.00     0.00  bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      6.85     0.00     2906     0.00     0.00  std::char_traits<char>::compare(char const*, char const*, unsigned long)
  0.00      6.85     0.00     2338     0.00     0.00  yylex()
  0.00      6.85     0.00     1478     0.00     0.00  tType::tType(BaseType)
  0.00      6.85     0.00     1104     0.00     0.00  sArgDef::object() const
  0.00      6.85     0.00     1052     0.00     0.00  tType::ord() const
  0.00      6.85     0.00     1013     0.00     0.00  tType::basetype() const
  0.00      6.85     0.00      881     0.00     0.00  sObject::parent() const
  0.00      6.85     0.00      842     0.00     0.00  tType::operator=(tType const&)
  0.00      6.85     0.00      826     0.00     0.00  std::_List_const_iterator<sObject*>::operator!=(std::_List_const_iterator<sObject*> const&) const
  0.00      6.85     0.00      783     0.00     0.00  std::_List_const_iterator<sObject*>::operator++()
  0.00      6.85     0.00      692     0.00     0.00  tValue::delpointer()
  0.00      6.85     0.00      692     0.00     0.00  tValue::ord() const
  0.00      6.85     0.00      692     0.00     0.00  tValue::basetype() const
  0.00      6.85     0.00      663     0.00     0.00  tValue::~tValue()
  0.00      6.85     0.00      554     0.00     0.00  sList<sDef>::next(void*&) const
  0.00      6.85     0.00      531     0.00     0.00  tType::tType(tType const&)
  0.00      6.85     0.00      515     0.00     0.00  sObject::sObject(unsigned int)
  0.00      6.85     0.00      515     0.00     0.00  sObject::~sObject()
  0.00      6.85     0.00      455     0.00     0.00  sObject::setParent(sObject*)
  0.00      6.85     0.00      450     0.00     0.00  tType::operator=(BaseType)
  0.00      6.85     0.00      372     0.00     0.00  sDef::type() const
  0.00      6.85     0.00      370     0.00     0.00  sObject::isValueDef() const
  0.00      6.85     0.00      369     0.00     0.00  sQuOpDef::object() const
  0.00      6.85     0.00      369     0.00     0.00  sQuFunDef::object() const
  0.00      6.85     0.00      365     0.00     0.00  sObject::isDef() const
  0.00      6.85     0.00      362     0.00     0.00  SymTab::getentry(SymTable::entry*, std::string const&) const
  0.00      6.85     0.00      353     0.00     0.00  tValue::tValue()
  0.00      6.85     0.00      324     0.00     0.00  SymTab::put(sDef*, tValue const&)
  0.00      6.85     0.00      316     0.00     0.00  tValue::assign(tValue const&)
  0.00      6.85     0.00      312     0.00     0.00  sDef::sDef(tType const&, std::string*)
  0.00      6.85     0.00      312     0.00     0.00  sDef::~sDef()
  0.00      6.85     0.00      294     0.00     0.00  sObject::isFunctDef() const
  0.00      6.85     0.00      287     0.00     0.00  tValue::tValue(tValue const&)
  0.00      6.85     0.00      276     0.00     0.00  SymTab::putentry(SymTable::entry*, SymTable::entry*)
  0.00      6.85     0.00      269     0.00     0.00  sList<sDef>::append(sDef*)
  0.00      6.85     0.00      264     0.00     0.00  SymTab::getRef(std::string const&, ObjType*) const
  0.00      6.85     0.00      263     0.00     0.00  sArgDef::sArgDef(tType const&, std::string*)
  0.00      6.85     0.00      263     0.00     0.00  sArgDef::~sArgDef()
  0.00      6.85     0.00      263     0.00     0.00  sArgDef::~sArgDef()
  0.00      6.85     0.00      263     0.00     0.00  sObject::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00      263     0.00     0.00  tType::isQuReg() const
  0.00      6.85     0.00      253     0.00     0.00  sObject::isRoutDef() const
  0.00      6.85     0.00      176     0.00     0.00  sObject::setFlag(ObjFlag, int)
  0.00      6.85     0.00      167     0.00     0.00  sObject::def() const
  0.00      6.85     0.00      165     0.00     0.00  sObject::isSet(ObjFlag) const
  0.00      6.85     0.00      135     0.00     0.00  SymTab::getDef(std::string const&) const
  0.00      6.85     0.00      123     0.00     0.00  std::_List_iterator<sObject*>::_List_iterator(std::__detail::_List_node_base*)
  0.00      6.85     0.00      115     0.00     0.00  tType::isQuExpr() const
  0.00      6.85     0.00      109     0.00     0.00  sExpr::settype(tType const&)
  0.00      6.85     0.00       96     0.00     0.00  sExpr::type()
  0.00      6.85     0.00       95     0.00     0.00  sExpr::~sExpr()
  0.00      6.85     0.00       95     0.00     0.00  sList<sDef>::first(void*&) const
  0.00      6.85     0.00       87     0.00     0.00  SymTable::SymTable()
  0.00      6.85     0.00       87     0.00     0.00  SymTable::~SymTable()
  0.00      6.85     0.00       86     0.00     0.00  std::_List_const_iterator<sObject*>::_List_const_iterator(std::__detail::_List_node_base const*)
  0.00      6.85     0.00       82     0.00     0.00  __gnu_cxx::new_allocator<sObject*>::new_allocator()
  0.00      6.85     0.00       82     0.00     0.00  __gnu_cxx::new_allocator<sObject*>::~new_allocator()
  0.00      6.85     0.00       82     0.00     0.00  std::_List_base<sObject*, std::allocator<sObject*> >::_M_get_Tp_allocator() const
  0.00      6.85     0.00       82     0.00     0.00  std::_List_base<sObject*, std::allocator<sObject*> >::_M_get_Node_allocator() const
  0.00      6.85     0.00       82     0.00     0.00  std::allocator<sObject*>::allocator<std::_List_node<sObject*> >(std::allocator<std::_List_node<sObject*> > const&)
  0.00      6.85     0.00       82     0.00     0.00  std::allocator<sObject*>::~allocator()
  0.00      6.85     0.00       82     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::begin()
  0.00      6.85     0.00       82     0.00     0.00  sObject** std::__addressof<sObject*>(sObject*&)
  0.00      6.85     0.00       79     0.00     0.00  sVarDef::object() const
  0.00      6.85     0.00       78     0.00     0.00  sStmtList::object() const
  0.00      6.85     0.00       77     0.00     0.00  SymTab::SymTab(int)
  0.00      6.85     0.00       77     0.00     0.00  SymTab::~SymTab()
  0.00      6.85     0.00       74     0.00     0.00  sExpr::sExpr()
  0.00      6.85     0.00       73     0.00     0.00  sObject::isExtern() const
  0.00      6.85     0.00       63     0.00     0.00  tValue::type() const
  0.00      6.85     0.00       62     0.00     0.00  quBaseState::newsubstring(int, int)
  0.00      6.85     0.00       58     0.00     0.00  sProcDef::object() const
  0.00      6.85     0.00       52     0.00     0.00  sVar::id() const
  0.00      6.85     0.00       48     0.00     0.00  SymTab::deltree(SymTable::entry*)
  0.00      6.85     0.00       48     0.00     0.00  sConstDef::object() const
  0.00      6.85     0.00       46     0.00     0.00  bitvec::qnot()
  0.00      6.85     0.00       44     0.00     0.00  sVar::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00       44     0.00     0.00  sVar::sVar(std::string*)
  0.00      6.85     0.00       44     0.00     0.00  sVar::~sVar()
  0.00      6.85     0.00       44     0.00     0.00  sVar::~sVar()
  0.00      6.85     0.00       44     0.00     0.00  sList<sDef>::sList()
  0.00      6.85     0.00       44     0.00     0.00  sList<sDef>::~sList()
  0.00      6.85     0.00       44     0.00     0.00  sDefList::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00       44     0.00     0.00  sDefList::sDefList()
  0.00      6.85     0.00       44     0.00     0.00  sDefList::~sDefList()
  0.00      6.85     0.00       44     0.00     0.00  sDefList::~sDefList()
  0.00      6.85     0.00       43     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::end() const
  0.00      6.85     0.00       43     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::size() const
  0.00      6.85     0.00       43     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::begin() const
  0.00      6.85     0.00       43     0.00     0.00  std::iterator_traits<std::_List_const_iterator<sObject*> >::difference_type std::__distance<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*>, std::_List_const_iterator<sObject*>, std::input_iterator_tag)
  0.00      6.85     0.00       43     0.00     0.00  std::iterator_traits<std::_List_const_iterator<sObject*> >::iterator_category std::__iterator_category<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*> const&)
  0.00      6.85     0.00       43     0.00     0.00  std::iterator_traits<std::_List_const_iterator<sObject*> >::difference_type std::distance<std::_List_const_iterator<sObject*> >(std::_List_const_iterator<sObject*>, std::_List_const_iterator<sObject*>)
  0.00      6.85     0.00       42     0.00     0.00  operator new(unsigned long, void*)
  0.00      6.85     0.00       41     0.00     0.00  quState::newclone()
  0.00      6.85     0.00       41     0.00     0.00  __gnu_cxx::new_allocator<sObject*>::destroy(sObject**)
  0.00      6.85     0.00       41     0.00     0.00  __gnu_cxx::new_allocator<sObject*>::construct(sObject**, sObject* const&)
  0.00      6.85     0.00       41     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<sObject*> >::deallocate(std::_List_node<sObject*>*, unsigned long)
  0.00      6.85     0.00       41     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<sObject*> >::allocate(unsigned long, void const*)
  0.00      6.85     0.00       41     0.00     0.00  tType::operator==(BaseType) const
  0.00      6.85     0.00       41     0.00     0.00  sObject::isInclude() const
  0.00      6.85     0.00       41     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<sObject*> >::max_size() const
  0.00      6.85     0.00       41     0.00     0.00  std::_List_iterator<sObject*>::operator*() const
  0.00      6.85     0.00       41     0.00     0.00  std::_List_base<sObject*, std::allocator<sObject*> >::_M_get_node()
  0.00      6.85     0.00       41     0.00     0.00  std::_List_base<sObject*, std::allocator<sObject*> >::_M_put_node(std::_List_node<sObject*>*)
  0.00      6.85     0.00       41     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::_M_create_node(sObject* const&)
  0.00      6.85     0.00       41     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::end()
  0.00      6.85     0.00       41     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::front()
  0.00      6.85     0.00       41     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::_M_erase(std::_List_iterator<sObject*>)
  0.00      6.85     0.00       41     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::_M_insert(std::_List_iterator<sObject*>, sObject* const&)
  0.00      6.85     0.00       41     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::pop_front()
  0.00      6.85     0.00       41     0.00     0.00  std::list<sObject*, std::allocator<sObject*> >::push_back(sObject* const&)
  0.00      6.85     0.00       37     0.00     0.00  sRoutDef::args()
  0.00      6.85     0.00       36     0.00     0.00  sRoutDef::define(SymTable*, SymTable*, QuHeap*)
  0.00      6.85     0.00       36     0.00     0.00  sRoutDef::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00       36     0.00     0.00  sRoutDef::sRoutDef(tType const&, std::string*, sDefList*, sDefList*, sStmtList*, int, int)
  0.00      6.85     0.00       36     0.00     0.00  sRoutDef::~sRoutDef()
  0.00      6.85     0.00       36     0.00     0.00  sList<sExpr>::next(void*&) const
  0.00      6.85     0.00       35     0.00     0.00  sList<sExpr>::first(void*&) const
  0.00      6.85     0.00       34     0.00     0.00  sDefList::object() const
  0.00      6.85     0.00       32     0.00     0.00  quState::quState(int)
  0.00      6.85     0.00       32     0.00     0.00  tType::isQuCond() const
  0.00      6.85     0.00       31     0.00     0.00  quSubState::quSubState(int)
  0.00      6.85     0.00       31     0.00     0.00  quState::~quState()
  0.00      6.85     0.00       30     0.00     0.00  quSubState::~quSubState()
  0.00      6.85     0.00       30     0.00     0.00  quSubString::~quSubString()
  0.00      6.85     0.00       30     0.00     0.00  quSubString::~quSubString()
  0.00      6.85     0.00       30     0.00     0.00  quBaseState::isbasestate() const
  0.00      6.85     0.00       30     0.00     0.00  tType::isNumber() const
  0.00      6.85     0.00       30     0.00     0.00  sObject::isQuFunDef() const
  0.00      6.85     0.00       29     0.00     0.00  tValue::operator=(tValue const&)
  0.00      6.85     0.00       29     0.00     0.00  SymTabComb::getDef(std::string const&) const
  0.00      6.85     0.00       28     0.00     0.00  sObject::isCondDef() const
  0.00      6.85     0.00       27     0.00     0.00  sList<sExpr>::append(sExpr*)
  0.00      6.85     0.00       26     0.00     0.00  yy_load_buffer_state()
  0.00      6.85     0.00       25     0.00     0.02  termlist::newlist()
  0.00      6.85     0.00       25     0.00     0.00  tType::isQuConst() const
  0.00      6.85     0.00       24     0.00     0.00  sStmt::sStmt(int)
  0.00      6.85     0.00       24     0.00     0.00  sStmt::~sStmt()
  0.00      6.85     0.00       23     0.00     0.00  sList<sStmt>::append(sStmt*)
  0.00      6.85     0.00       23     0.00     0.00  sList<sStmt>::next(void*&) const
  0.00      6.85     0.00       23     0.00     0.00  tType::isBoolean() const
  0.00      6.85     0.00       23     0.00     0.00  quState::mapmask() const
  0.00      6.85     0.00       22     0.00     0.00  sList<sExpr>::sList()
  0.00      6.85     0.00       22     0.00     0.00  sList<sExpr>::~sList()
  0.00      6.85     0.00       22     0.00     0.00  sExprList::sExprList()
  0.00      6.85     0.00       22     0.00     0.00  sExprList::~sExprList()
  0.00      6.85     0.00       22     0.00     0.00  sExprList::~sExprList()
  0.00      6.85     0.00       22     0.00     0.00  sObject::isQuOpDef() const
  0.00      6.85     0.00       21     0.00     0.00  quBaseState::opend()
  0.00      6.85     0.00       21     0.00     0.00  sExpr::sExpr(tType const&)
  0.00      6.85     0.00       21     0.00     0.00  sConst::sConst(tValue const&)
  0.00      6.85     0.00       21     0.00     0.00  sConst::~sConst()
  0.00      6.85     0.00       21     0.00     0.00  sConst::~sConst()
  0.00      6.85     0.00       21     0.00     0.00  sIf::object() const
  0.00      6.85     0.00       21     0.00     0.00  tType::isInt() const
  0.00      6.85     0.00       21     0.00     0.00  tType::isConv(tType const&) const
  0.00      6.85     0.00       20     0.00     0.00  quSubState::opend()
  0.00      6.85     0.00       20     0.00     0.00  terminfo::terminfo()
  0.00      6.85     0.00       20     0.00     0.00  terminfo::~terminfo()
  0.00      6.85     0.00       20     0.00     0.00  quSubState::baseterms() const
  0.00      6.85     0.00       20     0.00     0.00  quBaseState::baseterms() const
  0.00      6.85     0.00       20     0.00     0.00  termlist::nterms() const
  0.00      6.85     0.00       19     0.00     0.00  sConst::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00       19     0.00     0.00  sQuOpDef::sQuOpDef(std::string*, sDefList*, sDefList*, sStmtList*, int, int)
  0.00      6.85     0.00       19     0.00     0.00  sQuOpDef::~sQuOpDef()
  0.00      6.85     0.00       19     0.00     0.00  sQuOpDef::~sQuOpDef()
  0.00      6.85     0.00       19     0.00     0.00  tType::isDefined() const
  0.00      6.85     0.00       19     0.00     0.00  sObject::inFunctDef() const
  0.00      6.85     0.00       18     0.00     0.00  sList<sStmt>::sList()
  0.00      6.85     0.00       18     0.00     0.00  sList<sStmt>::~sList()
  0.00      6.85     0.00       18     0.00     0.00  sBinOp::sBinOp(sExpr*, sExpr*)
  0.00      6.85     0.00       18     0.00     0.00  sBinOp::~sBinOp()
  0.00      6.85     0.00       18     0.00     0.00  sStmtList::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00       18     0.00     0.00  sStmtList::sStmtList()
  0.00      6.85     0.00       18     0.00     0.00  sStmtList::~sStmtList()
  0.00      6.85     0.00       18     0.00     0.00  sStmtList::~sStmtList()
  0.00      6.85     0.00       18     0.00     0.00  sList<sStmt>::first(void*&) const
  0.00      6.85     0.00       18     0.00     0.00  sObject::inQuDef() const
  0.00      6.85     0.00       18     0.00     0.00  sObject::isQuDef() const
  0.00      6.85     0.00       17     0.00     0.00  yy_flush_buffer(yy_buffer_state*)
  0.00      6.85     0.00       16     0.00     0.00  sQuFunDef::sQuFunDef(std::string*, sDefList*, sDefList*, sStmtList*, int, int)
  0.00      6.85     0.00       16     0.00     0.00  sQuFunDef::~sQuFunDef()
  0.00      6.85     0.00       16     0.00     0.00  sQuFunDef::~sQuFunDef()
  0.00      6.85     0.00       15     0.00     0.00  tValue::tValue(long)
  0.00      6.85     0.00       15     0.00     0.00  sFor::object() const
  0.00      6.85     0.00       15     0.00     0.00  sCall::id() const
  0.00      6.85     0.00       14     0.00     0.00  sCall::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00       14     0.00     0.00  sCall::sCall(std::string*, sExprList*, int)
  0.00      6.85     0.00       14     0.00     0.00  sCall::~sCall()
  0.00      6.85     0.00       14     0.00     0.00  sCall::~sCall()
  0.00      6.85     0.00       14     0.00     0.00  tType::isCond() const
  0.00      6.85     0.00       14     0.00     0.00  sObject::inQuFunDef() const
  0.00      6.85     0.00       14     0.00     0.00  sObject::isProcDef() const
  0.00      6.85     0.00       13     0.00     0.00  sBinOp::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00       13     0.00     0.00  sObject::isSetRec(ObjFlag)
  0.00      6.85     0.00       12     0.00     0.00  yy_get_next_buffer()
  0.00      6.85     0.00       11     0.00     0.00  yy_init_buffer(yy_buffer_state*, _IO_FILE*)
  0.00      6.85     0.00       11     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      6.85     0.00       10     0.00     0.00  yyrestart(_IO_FILE*)
  0.00      6.85     0.00       10     0.00     0.00  SymTabComb::SymTabComb(SymTable*, SymTable*)
  0.00      6.85     0.00       10     0.00     0.00  SymTabComb::~SymTabComb()
  0.00      6.85     0.00       10     0.00     0.00  SymTabComb::~SymTabComb()
  0.00      6.85     0.00       10     0.00     0.00  quSubState::isbasestate() const
  0.00      6.85     0.00        9     0.00     0.00  sMult::object() const
  0.00      6.85     0.00        8     0.00     0.00  yy_get_previous_state()
  0.00      6.85     0.00        8     0.00     0.00  sVarDef::sVarDef(tType const&, std::string*, sExpr*, sExpr*)
  0.00      6.85     0.00        8     0.00     0.00  sExprList::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00        8     0.00     0.00  sCall::object() const
  0.00      6.85     0.00        8     0.00     0.00  sList<sExpr>::n() const
  0.00      6.85     0.00        8     0.00     0.00  tType::isOrdered() const
  0.00      6.85     0.00        7     0.00     0.00  sIf::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00        7     0.00     0.00  sIf::sIf(sExpr*, sStmtList*, sStmtList*)
  0.00      6.85     0.00        7     0.00     0.00  sIf::~sIf()
  0.00      6.85     0.00        7     0.00     0.00  sIf::~sIf()
  0.00      6.85     0.00        7     0.00     0.00  sVarDef::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00        7     0.00     0.00  sVarDef::~sVarDef()
  0.00      6.85     0.00        7     0.00     0.00  sVarDef::~sVarDef()
  0.00      6.85     0.00        7     0.00     0.00  tType::operator==(tType const&) const
  0.00      6.85     0.00        7     0.00     0.00  tValue::isQuExpr() const
  0.00      6.85     0.00        6     0.00     0.00  sMult::sMult(sExpr*, sExpr*)
  0.00      6.85     0.00        6     0.00     0.00  sMult::~sMult()
  0.00      6.85     0.00        6     0.00     0.00  sMult::~sMult()
  0.00      6.85     0.00        6     0.00     0.00  tType::isError() const
  0.00      6.85     0.00        6     0.00     0.00  tValue::isError() const
  0.00      6.85     0.00        6     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      6.85     0.00        5     0.00     0.00  sDef::settype(tType const&)
  0.00      6.85     0.00        5     0.00     0.00  sConstDef::sConstDef(std::string*, sExpr*)
  0.00      6.85     0.00        5     0.00     0.00  sConstDef::~sConstDef()
  0.00      6.85     0.00        5     0.00     0.00  sConstDef::~sConstDef()
  0.00      6.85     0.00        5     0.00     0.00  tValue::qustate() const
  0.00      6.85     0.00        5     0.00     0.00  sObject::isGlobal() const
  0.00      6.85     0.00        5     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*)
  0.00      6.85     0.00        4     0.00     0.00  yyScanFile(_IO_FILE*)
  0.00      6.85     0.00        4     0.00     0.00  openqclfile(std::string)
  0.00      6.85     0.00        4     0.00     0.00  yyparse()
  0.00      6.85     0.00        4     0.00     0.00  sListFunct::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00        4     0.00     0.00  sListFunct::sListFunct(ObjType, sExprList*)
  0.00      6.85     0.00        4     0.00     0.00  sListFunct::~sListFunct()
  0.00      6.85     0.00        4     0.00     0.00  sListFunct::~sListFunct()
  0.00      6.85     0.00        4     0.00     0.00  sSubscript::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00        4     0.00     0.00  sSubscript::sSubscript(sVar*, sExprList*)
  0.00      6.85     0.00        4     0.00     0.00  sSubscript::~sSubscript()
  0.00      6.85     0.00        4     0.00     0.00  sSubscript::~sSubscript()
  0.00      6.85     0.00        4     0.00     0.00  term::set(bitvec const&, std::complex<double> const&)
  0.00      6.85     0.00        4     0.00     0.00  sExpr::basetype()
  0.00      6.85     0.00        4     0.00     0.00  sLess::sLess(sExpr*, sExpr*)
  0.00      6.85     0.00        4     0.00     0.00  sLess::~sLess()
  0.00      6.85     0.00        4     0.00     0.00  sLess::~sLess()
  0.00      6.85     0.00        4     0.00     0.00  sUnOp::typecheck(SymTable*, SymTable*)
  0.00      6.85     0.00        4     0.00     0.00  sUnOp::sUnOp(sExpr*)
  0.00      6.85     0.00        4     0.00     0.00  sUnOp::~sUnOp()
  0.00      6.85     0.00        4     0.00     0.00  sConst::eval(SymTable*, SymTable*, QuHeap*)
  0.00      6.85     0.00        4     0.00     0.00  sLength::sLength(sExpr*)
  0.00      6.85     0.00        4     0.00     0.00  sLength::~sLength()
  0.00      6.85     0.00        4     0.00     0.00  sLength::~sLength()
  0.00      6.85     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<tValue const*, std::vector<tValue, std::allocator<tValue> > >::__normal_iterator(tValue const* const&)
